age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,target,_pdays_followup,_pdays_recent
34,services,divorced,high.school,no,no,no,cellular,nov,tue,90,1,0,nonexistent,-0.1,93.57,-41.28,4.14,5455.59,0,False,False
50,management,divorced,university.degree,no,no,no,cellular,apr,thu,714,2,4,failure,-1.8,90.99,-44.09,1.91,5028.93,0,False,False
27,retired,single,basic.9y,no,no,no,cellular,jul,thu,123,1,0,nonexistent,1.4,94.85,-43.63,4.83,5322.2,0,False,False
36,blue-collar,married,high.school,no,no,no,cellular,may,fri,4381,0,4,success,-1.8,93.86,-41.0,1.51,5163.77,0,False,False
54,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,mon,549,2,0,nonexistent,1.4,97.67,-41.46,5.2,5233.32,0,False,False
48,services,married,high.school,no,no,no,cellular,jul,mon,3521,2,6,success,1.4,98.95,-47.63,3.56,5089.05,0,False,False
35,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,533,1,0,nonexistent,-0.1,90.4,-43.38,4.02,5138.64,1,False,False
98,admin.,unknown,university.degree,no,no,no,telephone,may,tue,146,31,0,nonexistent,1.4,92.95,-40.71,4.88,5384.94,1,False,False
40,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,3145,2,0,nonexistent,1.1,94.91,-36.4,1.47,5212.75,0,False,False
33,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,591,1,3,nonexistent,1.1,97.23,-48.71,1.6,4946.0,0,False,False
54,admin.,divorced,high.school,unknown,no,no,cellular,jul,fri,730,1,0,nonexistent,1.4,91.44,-40.73,1.22,5079.22,0,True,False
37,blue-collar,single,high.school,unknown,yes,no,telephone,jun,wed,675,1,2,nonexistent,1.4,93.12,-40.57,4.9,4872.06,1,False,False
35,admin.,single,high.school,no,no,no,cellular,apr,fri,144,1,0,nonexistent,-1.8,92.33,-48.98,1.33,4997.11,0,False,False
22,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,60,1,1,failure,-1.8,93.63,-48.09,1.25,5175.58,0,False,False
30,technician,married,unknown,no,no,no,cellular,jul,fri,213,1,0,nonexistent,1.4,94.57,-41.63,4.97,5201.95,0,False,False
48,admin.,divorced,professional.course,no,yes,no,telephone,may,fri,223,2,6,failure,1.1,92.13,-32.82,3.96,5065.57,0,False,False
54,technician,married,professional.course,no,no,no,telephone,may,fri,26,6,0,nonexistent,1.1,89.48,-36.8,4.65,5133.89,0,False,False
38,entrepreneur,married,basic.6y,unknown,unknown,unknown,telephone,may,fri,74,1,0,nonexistent,1.1,96.15,-35.01,4.85,5300.01,0,False,False
29,admin.,single,university.degree,no,no,no,cellular,jul,thu,4756,2,6,success,1.4,93.23,-32.6,1.96,4885.33,0,False,False
42,admin.,married,university.degree,no,no,no,cellular,aug,thu,3983,4,5,failure,1.4,93.14,-30.07,2.64,4835.33,0,False,False
45,admin.,married,unknown,unknown,yes,no,cellular,jul,thu,683,0,0,nonexistent,1.4,94.76,-44.36,5.09,5301.29,1,False,False
35,admin.,married,university.degree,no,no,no,cellular,may,fri,2135,1,6,success,-1.8,95.34,-32.16,1.81,5317.95,0,False,False
34,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,125,6,0,nonexistent,1.4,93.16,-35.08,5.14,5311.74,0,False,False
29,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,2877,3,6,success,-0.1,95.57,-31.23,1.07,5338.13,1,False,False
31,self-employed,married,university.degree,no,no,no,telephone,may,tue,3818,1,1,nonexistent,1.1,88.77,-36.01,1.09,5037.38,0,False,False
41,services,divorced,basic.9y,no,yes,no,cellular,jul,fri,4518,1,3,nonexistent,1.4,95.47,-35.02,4.54,4925.4,0,False,False
30,admin.,single,university.degree,no,yes,no,cellular,jul,mon,168,1,5,nonexistent,1.4,89.64,-46.53,4.03,4977.7,0,False,False
35,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,2853,1,1,failure,1.1,93.92,-45.44,2.83,5349.23,0,False,False
48,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,63,4,1,failure,-1.8,96.05,-45.55,1.29,4997.11,0,False,False
33,management,married,university.degree,no,yes,no,telephone,jun,fri,4567,4,4,failure,1.4,94.53,-33.15,4.93,5087.12,0,False,False
34,technician,married,professional.course,no,yes,no,telephone,may,fri,3212,0,3,nonexistent,1.1,88.09,-48.53,3.39,4956.86,0,True,False
34,technician,divorced,professional.course,no,no,no,cellular,jul,mon,1737,1,1,failure,1.4,92.85,-47.75,2.62,4888.71,0,False,False
24,admin.,married,high.school,no,no,no,cellular,jul,thu,289,0,0,nonexistent,1.4,96.07,-42.05,4.74,5447.68,0,False,False
58,technician,married,university.degree,no,no,yes,telephone,jun,mon,2871,1,2,failure,1.4,90.67,-49.33,1.86,5356.23,0,False,False
43,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,1176,4,3,failure,1.4,97.22,-42.21,3.95,5194.11,0,False,False
31,services,single,basic.9y,no,no,no,cellular,may,tue,1457,1,2,failure,-1.8,90.48,-29.61,3.24,5227.64,0,False,False
58,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,69,1,0,nonexistent,1.4,91.44,-39.83,4.94,5421.53,0,False,False
27,admin.,single,high.school,no,no,no,cellular,jul,tue,1101,0,0,success,1.4,94.09,-32.48,4.17,5222.18,0,False,False
35,unemployed,single,university.degree,no,yes,yes,cellular,nov,tue,98,1,0,nonexistent,-0.1,88.54,-43.09,4.08,5216.58,0,False,False
41,self-employed,married,university.degree,no,yes,no,cellular,aug,wed,210,1,0,nonexistent,1.4,89.79,-34.76,4.91,5353.57,0,False,False
45,services,married,unknown,unknown,no,no,telephone,jun,mon,382,1,3,nonexistent,1.4,98.44,-29.49,2.56,5188.23,0,False,False
32,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,1201,3,0,success,1.4,91.6,-39.39,1.4,5122.15,0,False,False
52,services,single,high.school,no,yes,no,cellular,jul,tue,4347,1,4,failure,1.4,92.62,-27.64,4.3,4968.89,0,False,False
70,retired,single,university.degree,no,yes,no,cellular,sep,fri,84,0,1,success,-3.4,90.53,-28.45,0.73,4766.62,0,False,True
52,technician,divorced,professional.course,no,no,no,cellular,aug,tue,58,1,0,nonexistent,1.4,91.1,-35.55,5.12,5358.8,0,False,False
35,services,married,professional.course,no,no,no,cellular,may,mon,2909,4,4,success,-1.8,95.14,-33.8,3.88,5173.68,0,False,False
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1953,0,0,success,-1.8,97.1,-31.63,4.91,5038.62,0,False,False
53,self-employed,married,university.degree,no,no,no,telephone,may,fri,385,2,0,nonexistent,1.1,92.3,-36.58,4.87,5050.84,0,False,False
30,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,2004,4,5,nonexistent,1.1,96.27,-38.15,0.98,4866.48,0,False,False
100,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,273,1,0,nonexistent,-3.4,88.27,-26.65,0.76,5243.28,1,False,False
54,retired,divorced,basic.9y,no,no,no,cellular,jul,fri,4323,3,3,nonexistent,-2.9,94.89,-45.26,1.98,5049.47,0,False,False
49,blue-collar,married,high.school,unknown,yes,no,cellular,aug,thu,388,1,1,success,1.4,95.82,-39.48,3.09,5234.04,0,False,False
32,unemployed,married,basic.9y,no,no,no,telephone,jun,mon,139,1,0,nonexistent,1.4,90.3,-43.47,5.0,5086.94,0,False,False
46,services,divorced,high.school,no,yes,no,cellular,nov,mon,608,1,0,nonexistent,-0.1,90.59,-40.99,4.19,5107.47,0,False,False
38,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,fri,419,0,0,nonexistent,1.4,94.46,-43.89,5.0,5055.57,0,False,False
40,unemployed,single,high.school,no,yes,no,telephone,apr,mon,22,0,0,nonexistent,-1.8,97.26,-48.74,1.39,5150.09,0,False,False
36,technician,divorced,basic.9y,no,no,no,telephone,jul,wed,124,0,0,nonexistent,1.4,98.05,-42.4,4.82,5086.94,0,False,False
22,admin.,single,university.degree,no,no,no,cellular,jun,mon,58,1,1,failure,-2.9,89.98,-41.49,1.31,4989.9,0,False,False
30,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,4237,5,1,failure,1.4,94.92,-37.98,0.88,5126.94,0,False,False
23,blue-collar,married,professional.course,unknown,no,no,telephone,jun,wed,91,0,0,nonexistent,1.4,94.93,-43.47,4.82,5013.74,0,False,False
31,blue-collar,divorced,unknown,no,yes,no,cellular,jul,fri,181,0,1,success,1.4,91.45,-40.62,2.51,4995.24,0,False,False
37,management,divorced,university.degree,no,yes,no,cellular,nov,thu,243,4,0,nonexistent,-0.1,94.31,-43.51,4.27,5258.14,0,False,False
36,services,single,high.school,no,yes,no,telephone,may,fri,464,2,0,nonexistent,-1.8,93.35,-43.89,1.34,4971.62,0,False,False
45,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,62,2,3,success,1.4,92.44,-40.16,4.25,5187.96,0,False,False
58,retired,single,professional.course,no,no,no,telephone,jun,thu,652,1,0,nonexistent,1.4,93.89,-42.0,4.62,5484.27,0,False,False
37,technician,single,university.degree,no,yes,yes,cellular,aug,thu,121,1,0,nonexistent,1.4,95.96,-35.52,4.99,5050.34,0,False,False
36,admin.,single,high.school,no,yes,no,cellular,aug,fri,1579,0,4,nonexistent,-2.9,90.79,-28.11,3.86,4871.86,1,False,False
29,student,single,high.school,unknown,no,no,telephone,may,wed,400,2,5,failure,1.1,94.47,-36.57,2.03,5068.77,0,False,False
34,technician,married,university.degree,no,no,no,telephone,jul,wed,18,8,0,nonexistent,1.4,97.29,-40.6,5.15,5201.95,0,False,False
53,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,4662,0,6,success,1.1,92.55,-35.62,3.2,5276.21,0,False,False
34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,mon,621,0,1,success,1.1,95.97,-40.57,2.71,5194.7,0,False,False
54,management,married,university.degree,no,yes,no,telephone,jun,mon,2839,5,5,failure,1.4,89.16,-41.75,1.32,5172.33,0,False,False
44,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,127,2,0,nonexistent,-2.9,94.41,-32.24,0.86,5137.11,0,False,False
28,admin.,married,university.degree,no,yes,no,cellular,aug,thu,627,1,5,nonexistent,1.4,98.39,-39.96,1.97,5112.02,0,False,False
41,housemaid,married,basic.6y,no,yes,no,cellular,jul,wed,1331,2,4,success,1.4,95.94,-27.96,2.34,5058.54,0,False,False
50,technician,married,professional.course,no,yes,yes,cellular,aug,thu,3690,3,5,failure,1.4,95.87,-37.1,3.29,5162.76,0,False,False
43,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,2273,1,4,failure,-1.8,92.24,-35.85,3.71,5020.78,1,False,False
33,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,68,0,1,failure,-0.1,94.22,-42.16,3.93,5315.3,0,False,False
50,technician,married,professional.course,no,no,no,cellular,aug,mon,92,2,0,nonexistent,1.4,95.87,-37.61,4.72,5149.67,0,False,False
24,blue-collar,single,high.school,no,no,no,cellular,apr,mon,2480,9,1,nonexistent,-1.8,95.08,-47.68,3.56,5078.2,0,False,False
30,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,239,3,0,nonexistent,1.1,94.65,-37.81,4.82,4988.55,0,False,False
32,management,married,university.degree,no,no,no,cellular,jul,wed,1006,1,5,failure,1.4,92.45,-27.1,3.62,4975.49,0,False,False
28,admin.,single,university.degree,no,no,no,telephone,jun,fri,4653,0,1,failure,1.4,91.56,-44.2,4.05,4846.98,0,False,False
30,admin.,single,university.degree,no,yes,no,telephone,jun,fri,9,28,0,nonexistent,1.4,90.49,-40.21,4.84,5144.45,0,False,False
32,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,707,1,0,nonexistent,1.4,90.17,-37.61,4.75,5374.48,0,False,False
43,unemployed,divorced,basic.4y,no,yes,no,cellular,aug,wed,1949,1,5,failure,-2.9,91.45,-43.44,1.96,4927.8,0,False,False
24,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,307,1,3,success,1.4,90.42,-26.84,1.67,5084.14,0,False,False
59,admin.,single,high.school,yes,unknown,yes,telephone,mar,mon,75,49,1,success,-1.8,93.91,-47.9,1.41,5195.98,0,False,True
29,technician,married,university.degree,no,yes,no,cellular,nov,thu,147,0,0,nonexistent,-0.1,90.03,-42.79,4.55,5185.4,1,False,False
30,admin.,married,university.degree,no,yes,no,cellular,may,tue,310,0,0,nonexistent,-1.8,93.35,-45.92,1.25,5221.47,0,False,False
89,services,single,high.school,yes,no,unknown,cellular,nov,thu,103,23,1,failure,-1.8,96.51,-43.93,1.31,5292.86,1,False,False
45,unemployed,married,basic.9y,no,yes,no,cellular,may,mon,507,0,2,nonexistent,-1.8,93.1,-39.27,1.91,4914.96,0,False,False
38,admin.,divorced,university.degree,no,yes,no,cellular,apr,mon,235,1,0,nonexistent,-1.8,94.84,-46.53,1.34,5109.29,0,False,False
45,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu,1670,1,0,nonexistent,1.4,96.66,-42.23,4.07,5368.44,0,False,False
33,technician,single,professional.course,no,no,no,cellular,oct,thu,132,1,1,failure,-3.4,92.7,-25.95,0.71,5178.06,0,False,False
54,technician,single,professional.course,no,yes,no,cellular,nov,tue,3476,5,2,success,-0.1,93.64,-35.79,3.36,5434.36,0,False,False
47,admin.,married,university.degree,no,yes,no,cellular,aug,mon,223,0,0,nonexistent,1.4,94.75,-34.9,5.14,5379.71,0,False,False
44,self-employed,divorced,university.degree,no,no,no,cellular,aug,mon,1556,1,1,failure,-2.9,89.25,-30.99,0.89,5279.24,0,False,False
39,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,wed,28,1,1,failure,-1.8,96.51,-47.12,1.38,4844.14,0,False,False
45,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,300,0,2,failure,-1.7,97.69,-38.45,0.91,4926.7,1,True,False
57,blue-collar,married,high.school,no,no,no,telephone,jun,wed,281,3,0,nonexistent,1.4,95.22,-42.84,4.77,5139.22,0,False,False
61,entrepreneur,married,basic.9y,no,no,no,telephone,may,thu,194,3,0,nonexistent,1.1,90.04,-36.36,4.99,5175.42,0,False,False
37,admin.,married,university.degree,no,yes,no,cellular,oct,wed,2605,0,3,nonexistent,-3.4,90.05,-37.64,1.01,5458.45,0,False,False
55,retired,married,unknown,unknown,unknown,yes,telephone,mar,tue,134,1,0,nonexistent,1.4,90.44,-40.82,4.92,5238.55,0,False,False
56,management,divorced,university.degree,no,yes,no,telephone,may,thu,1122,2,2,nonexistent,1.1,92.42,-42.26,4.54,5294.87,0,False,False
48,technician,divorced,university.degree,no,yes,no,cellular,apr,thu,132,0,0,nonexistent,-1.8,94.84,-48.13,1.35,5160.28,0,False,False
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,87,3,0,nonexistent,1.4,95.68,-36.42,4.92,5207.18,0,False,False
41,unemployed,married,high.school,no,yes,no,cellular,jul,mon,713,2,0,nonexistent,1.4,93.63,-43.16,5.15,5175.81,0,False,False
25,services,single,high.school,no,yes,no,cellular,jul,tue,2059,0,1,failure,-2.9,92.35,-47.12,1.13,5084.19,0,False,False
35,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,279,4,1,failure,-1.8,93.35,-48.46,1.21,5134.79,0,False,False
59,retired,married,unknown,no,no,no,cellular,aug,fri,4099,1,5,failure,1.4,97.62,-37.8,2.12,5397.96,0,False,False
28,admin.,married,high.school,no,yes,no,cellular,may,wed,1122,0,0,nonexistent,-1.8,97.44,-48.27,1.31,4930.82,1,False,False
64,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,204,1,2,success,-1.1,95.89,-37.57,0.87,5152.21,1,False,True
90,technician,unknown,illiterate,yes,no,no,telephone,dec,wed,192,8,0,nonexistent,-0.1,91.89,-44.01,3.96,5034.73,1,False,False
23,services,married,high.school,no,no,no,cellular,jul,wed,673,0,0,nonexistent,1.4,90.72,-44.83,4.86,4998.06,1,False,False
30,management,married,university.degree,no,yes,no,cellular,jul,mon,1343,2,0,nonexistent,1.4,92.79,-43.72,4.87,5452.9,1,False,False
32,management,married,university.degree,no,yes,no,cellular,nov,thu,4603,3,2,success,-0.1,91.57,-42.44,2.18,5285.95,0,False,False
50,entrepreneur,married,basic.9y,no,yes,no,telephone,may,mon,3456,5,3,nonexistent,-1.8,93.69,-32.93,3.88,5058.8,1,False,False
43,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,mon,4541,2,0,nonexistent,1.4,92.26,-38.66,4.09,4829.25,0,False,False
30,admin.,married,professional.course,no,no,no,cellular,may,mon,173,1,0,nonexistent,-1.8,96.14,-48.51,1.32,5139.89,0,False,False
33,services,married,high.school,no,no,no,telephone,may,mon,3610,2,1,success,1.1,89.64,-34.35,1.04,4916.62,0,False,False
44,unknown,married,basic.6y,no,no,no,telephone,may,thu,4623,1,4,success,1.1,88.72,-26.55,2.77,5212.17,0,False,False
59,retired,married,basic.9y,no,no,no,telephone,may,wed,256,3,0,nonexistent,1.1,94.83,-34.58,4.99,4941.83,0,False,False
23,services,married,basic.9y,unknown,yes,no,cellular,may,mon,271,6,3,nonexistent,-1.8,93.21,-52.18,4.6,5224.18,0,False,False
46,admin.,married,high.school,no,yes,no,cellular,nov,fri,2955,1,3,failure,-0.1,92.52,-41.83,2.52,4793.19,0,False,False
50,technician,married,professional.course,no,yes,no,cellular,nov,fri,649,0,1,failure,-3.4,90.24,-29.16,0.68,4962.3,0,False,False
43,technician,divorced,professional.course,no,no,no,cellular,aug,wed,520,1,0,nonexistent,1.4,97.92,-35.41,5.02,5327.43,0,False,False
54,housemaid,divorced,high.school,no,yes,no,cellular,nov,thu,69,5,1,failure,-0.1,89.37,-40.57,4.19,5180.21,0,False,False
38,admin.,married,high.school,no,yes,no,telephone,may,mon,158,3,0,nonexistent,1.1,94.08,-37.6,4.61,5076.79,0,False,False
56,retired,married,professional.course,unknown,unknown,unknown,telephone,may,tue,172,1,0,nonexistent,1.1,92.86,-38.11,4.68,5216.95,0,False,False
30,admin.,single,basic.9y,no,no,no,cellular,jul,thu,509,1,0,nonexistent,1.4,92.32,-41.5,4.83,5316.97,0,False,False
55,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,may,mon,3254,1,6,success,-1.8,98.76,-28.52,1.19,5195.67,0,False,False
34,technician,single,professional.course,no,no,yes,cellular,aug,mon,271,4,0,nonexistent,1.4,94.09,-34.33,5.19,5165.36,0,False,False
40,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,993,0,0,nonexistent,1.4,92.1,-43.01,4.64,5254.24,1,False,False
44,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,1171,2,1,failure,-0.1,96.74,-42.46,4.26,5149.03,1,False,False
30,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2196,1,6,nonexistent,1.1,89.69,-36.86,1.98,5137.97,0,False,False
50,management,married,university.degree,no,no,no,cellular,may,fri,2002,1,5,failure,-1.8,94.42,-41.14,2.74,5154.22,1,False,False
43,admin.,married,university.degree,no,yes,no,telephone,may,wed,35,2,0,nonexistent,1.1,92.49,-35.99,4.61,5144.28,0,False,False
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,68,2,0,nonexistent,1.4,96.99,-35.19,4.76,5233.32,0,False,False
34,admin.,married,university.degree,no,no,no,cellular,aug,tue,67,1,0,nonexistent,1.4,95.68,-37.47,4.85,5144.45,0,False,False
27,student,single,high.school,no,no,no,cellular,apr,thu,308,2,0,nonexistent,-1.8,90.28,-48.7,1.3,5185.78,0,False,False
25,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,tue,2781,2,6,nonexistent,1.4,90.47,-29.11,3.99,4994.79,0,False,False
35,services,married,high.school,no,yes,no,telephone,jun,fri,245,2,0,nonexistent,1.4,97.01,-42.59,4.71,5149.67,0,False,False
47,management,married,basic.9y,no,yes,no,cellular,apr,fri,330,0,0,nonexistent,-1.8,91.3,-48.7,1.4,5119.49,0,False,False
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,1015,2,3,nonexistent,1.1,92.0,-35.21,3.77,4826.61,0,False,False
33,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,658,2,0,nonexistent,-1.8,88.8,-43.98,1.3,4859.44,1,False,False
38,management,married,basic.9y,no,yes,no,cellular,nov,tue,371,3,0,nonexistent,-0.1,91.33,-43.17,4.04,5045.12,0,False,False
35,admin.,married,university.degree,no,yes,no,telephone,jun,fri,1589,3,6,success,1.4,97.42,-45.97,3.31,5229.3,0,False,False
51,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,2675,3,4,failure,1.4,92.0,-42.8,3.34,5263.97,0,False,False
95,unknown,married,high.school,yes,no,unknown,telephone,mar,tue,2212,47,3,success,-1.8,96.1,-49.84,1.55,5133.61,1,False,False
53,admin.,married,high.school,no,no,no,cellular,aug,wed,494,5,6,nonexistent,1.4,89.57,-47.2,0.75,5293.28,0,False,False
30,technician,divorced,professional.course,no,no,no,cellular,jul,wed,1609,1,1,failure,1.4,95.25,-42.97,4.06,4800.05,0,False,False
26,technician,single,university.degree,no,no,no,cellular,aug,thu,3392,0,2,failure,-2.9,96.08,-38.21,3.89,5266.45,0,False,False
48,technician,married,professional.course,no,no,no,telephone,may,fri,147,5,0,nonexistent,1.1,98.31,-37.63,4.76,5045.65,0,False,False
46,admin.,married,high.school,no,yes,no,cellular,aug,thu,40,0,0,nonexistent,1.4,90.17,-37.9,5.17,5306.52,0,False,False
46,admin.,married,university.degree,no,yes,no,cellular,aug,tue,61,2,0,nonexistent,1.4,97.27,-35.95,5.15,5264.69,0,False,False
32,admin.,married,high.school,no,yes,no,telephone,jun,fri,36,1,0,nonexistent,1.4,92.19,-41.08,4.78,5431.99,0,False,False
53,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,thu,2038,0,4,failure,1.4,92.37,-35.92,4.38,5059.96,0,False,False
33,services,married,high.school,no,no,no,telephone,may,wed,121,4,0,nonexistent,1.1,92.58,-36.65,4.66,5056.03,0,False,False
30,admin.,divorced,professional.course,no,yes,no,telephone,jun,tue,899,0,0,nonexistent,1.4,93.61,-41.25,4.91,5431.99,0,False,False
52,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,fri,364,0,0,nonexistent,1.1,91.92,-36.61,4.7,4967.78,0,False,False
58,retired,married,university.degree,unknown,yes,no,telephone,may,tue,4484,2,4,nonexistent,1.1,95.14,-36.75,3.34,5097.02,0,False,False
73,blue-collar,unknown,university.degree,no,no,unknown,telephone,jul,thu,107,9,0,nonexistent,-1.8,97.07,-46.1,1.24,4859.44,1,False,False
36,admin.,single,university.degree,no,no,no,cellular,jul,fri,1070,2,2,success,1.4,91.11,-48.14,1.83,5043.29,0,False,False
77,services,divorced,basic.4y,unknown,yes,unknown,cellular,dec,tue,3313,50,1,nonexistent,-3.4,92.86,-38.8,4.61,4865.62,1,False,False
30,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,136,3,0,nonexistent,-1.8,92.26,-45.72,3.47,5113.43,0,False,False
47,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,27,1,0,nonexistent,1.4,95.03,-41.88,4.96,5092.16,0,False,False
39,technician,married,professional.course,no,yes,no,cellular,nov,wed,226,1,0,nonexistent,-0.1,90.31,-43.59,3.95,5258.14,0,False,False
46,admin.,married,basic.6y,no,no,no,telephone,mar,mon,2979,5,2,nonexistent,-1.8,91.15,-35.08,1.24,5226.24,0,False,False
33,technician,married,basic.9y,no,no,no,telephone,jun,fri,2549,1,2,failure,1.4,93.08,-43.56,4.33,4752.36,0,False,False
22,services,single,high.school,no,no,no,telephone,jun,wed,2580,9,5,nonexistent,1.4,93.73,-34.04,2.75,5099.08,0,False,False
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,171,1,0,nonexistent,1.1,97.09,-37.96,4.77,5424.59,0,False,False
51,technician,married,professional.course,no,yes,no,cellular,aug,tue,432,2,0,nonexistent,1.4,97.46,-37.5,4.95,5311.74,0,False,False
47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,mon,116,1,0,nonexistent,1.4,95.68,-34.36,4.9,5343.11,0,False,False
46,services,married,high.school,no,yes,yes,cellular,may,wed,159,5,0,nonexistent,-1.8,96.7,-48.0,1.24,5252.07,0,False,False
35,technician,single,university.degree,no,yes,no,cellular,aug,tue,2888,1,3,nonexistent,1.4,94.67,-35.73,3.09,5203.27,0,False,False
30,services,married,high.school,no,yes,no,telephone,may,wed,612,1,3,failure,1.1,90.16,-35.21,4.24,5238.24,0,False,False
35,admin.,single,high.school,no,no,no,telephone,may,fri,2296,0,2,failure,1.1,89.57,-43.07,1.29,5377.79,0,False,False
25,unknown,single,high.school,no,unknown,unknown,telephone,nov,thu,964,43,4,failure,-0.1,94.43,-27.43,4.29,5092.08,1,False,False
29,management,single,university.degree,no,no,no,cellular,nov,thu,190,4,1,failure,-0.1,93.75,-40.74,3.9,5013.94,0,False,False
58,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,fri,57,7,1,failure,-0.1,90.03,-42.79,4.04,5133.45,0,False,False
65,services,unknown,professional.course,unknown,no,unknown,telephone,sep,mon,3103,3,5,failure,-1.8,96.25,-50.28,1.4,4900.18,1,False,False
56,admin.,married,high.school,no,yes,no,telephone,may,wed,72,0,0,nonexistent,1.1,95.3,-37.45,4.87,4936.64,0,False,False
49,services,married,basic.4y,no,no,no,cellular,may,tue,167,4,1,success,-1.8,92.07,-45.4,2.93,5075.07,0,False,False
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,159,2,0,nonexistent,1.4,92.88,-36.53,5.09,5233.32,0,False,False
29,admin.,married,high.school,no,yes,no,telephone,may,tue,245,0,0,nonexistent,1.1,95.77,-36.54,4.79,5222.14,0,False,False
41,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,656,1,5,success,-1.8,96.99,-30.65,3.58,5327.03,0,False,False
44,admin.,married,basic.9y,no,no,no,cellular,nov,thu,170,0,0,nonexistent,-0.1,92.82,-42.16,3.94,5232.17,0,False,False
24,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,361,1,0,nonexistent,1.1,95.59,-37.89,4.93,5414.21,0,False,False
38,management,married,university.degree,no,no,no,cellular,aug,mon,176,1,0,nonexistent,1.4,97.36,-34.65,4.85,5066.02,0,False,False
27,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,4508,1,4,nonexistent,-1.8,94.02,-40.67,0.8,5162.35,0,False,False
33,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,4170,2,0,failure,1.4,90.53,-34.14,2.09,4953.3,0,False,False
36,services,married,high.school,no,no,no,telephone,may,thu,272,1,0,nonexistent,1.1,98.69,-37.12,5.01,5066.41,0,False,False
47,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,190,3,0,nonexistent,1.1,91.17,-38.22,4.83,4978.16,0,False,False
37,admin.,single,high.school,no,yes,yes,telephone,jun,tue,1992,3,2,nonexistent,1.4,92.52,-37.37,1.52,5170.9,0,False,False
56,admin.,divorced,high.school,no,no,no,cellular,sep,tue,4834,1,2,success,-1.1,93.52,-45.8,1.69,5350.37,1,False,False
31,blue-collar,married,high.school,no,no,no,cellular,jul,mon,18,2,4,success,1.4,93.62,-48.09,2.07,5105.48,0,False,False
27,services,single,high.school,no,no,no,telephone,may,thu,1933,1,6,failure,-1.8,89.17,-39.21,4.22,5372.76,0,False,False
33,technician,single,high.school,no,no,no,telephone,may,mon,973,1,5,success,1.1,90.02,-28.83,4.77,4895.04,0,False,False
